,index,Text,id,model,gltr_0,gltr_1,gltr_2,gltr_3,gltr_Label,gpt_zero_Burtiness,gpt_zero_Label,gpt_zero_Perplexity,roberta_Label,roberta_large_Label,roberta_large_score_0,roberta_large_score_1,roberta_score_Fake,roberta_score_Real
6,75%,,261,261,0.712367430721861,0.2031910017277247,0.07818640367386887,0.03329572299989422,1.0,250.5,1.0,27.0,0.0,0.0,0.999502032995224,0.0010306402982678264,0.00024585173378000036,0.9997877478599548
7,max,,261,261,0.7139240506329114,0.20891364902506965,0.07837837837837838,0.036211699164345405,1.0,264.0,1.0,31.0,0.0,0.0,0.9995356798171997,0.0015295998891815543,0.0002689027169253677,0.9997982382774353
0,count,,262,262,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,mean,,262,262,0.5811138014527845,0.2469733656174334,0.09443099273607748,0.0774818401937046,0.0,472.0,0.0,58.0,0.0,0.0,0.9995393753051758,0.00046061837929300964,0.00018838277901522815,0.999811589717865
2,std,,262,262,,,,,,,,,,,,,,
3,min,,262,262,0.5811138014527845,0.2469733656174334,0.09443099273607748,0.0774818401937046,0.0,472.0,0.0,58.0,0.0,0.0,0.9995393753051758,0.00046061837929300964,0.00018838277901522815,0.999811589717865
4,25%,,262,262,0.5811138014527845,0.2469733656174334,0.09443099273607748,0.0774818401937046,0.0,472.0,0.0,58.0,0.0,0.0,0.9995393753051758,0.00046061837929300964,0.00018838277901522815,0.999811589717865
5,50%,,262,262,0.5811138014527845,0.2469733656174334,0.09443099273607748,0.0774818401937046,0.0,472.0,0.0,58.0,0.0,0.0,0.9995393753051758,0.00046061837929300964,0.00018838277901522815,0.999811589717865
6,75%,,262,262,0.5811138014527845,0.2469733656174334,0.09443099273607748,0.0774818401937046,0.0,472.0,0.0,58.0,0.0,0.0,0.9995393753051758,0.00046061837929300964,0.00018838277901522815,0.999811589717865
7,max,,262,262,0.5811138014527845,0.2469733656174334,0.09443099273607748,0.0774818401937046,0.0,472.0,0.0,58.0,0.0,0.0,0.9995393753051758,0.00046061837929300964,0.00018838277901522815,0.999811589717865
0,count,,263,263,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
1,mean,,263,263,0.6672741879642964,0.18904188935292,0.10598746142538673,0.03769646125739698,0.0,579.3333333333334,0.3333333333333333,35.666666666666664,0.0,0.0,0.9952204624811808,0.004779509326908737,0.0001818686432670802,0.9998181462287903
2,std,,263,263,0.021497366034662763,0.009507293777223499,0.008709875101977672,0.016206625703981032,0.0,356.33738694295516,0.5773502691896258,7.371114795831994,0.0,0.0,0.007193258258590921,0.007193244650800765,1.1190200950397789e-05,1.1226578751744744e-05
3,min,,263,263,0.6435897435897436,0.18298969072164947,0.1,0.028328611898016998,0.0,289.0,0.0,30.0,0.0,0.0,0.9869153499603271,0.0005183689063414931,0.00017418271454516798,0.9998052716255188
4,25%,,263,263,0.6581350779804389,0.18356283402937998,0.1009915014164306,0.02833956368096726,0.0,380.5,0.0,31.5,0.0,0.0,0.993089884519577,0.0006269608566071838,0.00017544950969750062,0.9998142719268799
5,50%,,263,263,0.6726804123711341,0.18413597733711048,0.10198300283286119,0.028350515463917526,0.0,472.0,0.0,33.0,0.0,0.0,0.9992644190788269,0.0007355528068728745,0.00017671630484983325,0.999823272228241
6,75%,,263,263,0.6791164101515728,0.19206798866855523,0.10898119213808008,0.04238038593708697,0.0,724.5,0.5,38.5,0.0,0.0,0.9993730187416077,0.00691007953719236,0.0001857116076280363,0.999824583530426
7,max,,263,263,0.6855524079320113,0.2,0.11597938144329897,0.05641025641025641,0.0,977.0,1.0,44.0,0.0,0.0,0.9994816184043884,0.013084606267511845,0.00019470691040623933,0.9998258948326111
0,count,,264,264,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
1,mean,,264,264,0.7129709719982407,0.17620950007330305,0.07970971998240728,0.031109807946048965,1.0,6055.0,0.0,24.5,0.0,0.0,0.9992773234844208,0.0007227025926113129,0.001266349085199181,0.998733639717102
2,std,,264,264,0.007707577947693885,0.014736142639740192,0.0063651013582838286,0.0006634633337624857,0.0,5925.554826343268,0.0,0.7071067811865476,0.0,0.0,3.123081474657248e-05,3.122340612085767e-05,0.0014546537261962385,0.0014546563295049966
3,min,,264,264,0.7075208913649025,0.16578947368421051,0.07520891364902507,0.03064066852367688,1.0,1865.0,0.0,24.0,0.0,0.0,0.9992552399635315,0.0007006243104115129,0.00023775357112754136,0.9977050423622131
4,25%,,264,264,0.7102459316815716,0.17099948687875677,0.07745931681571618,0.030875238234862924,1.0,3960.0,0.0,24.25,0.0,0.0,0.9992662817239761,0.0007116634515114129,0.0007520513281633612,0.9982193410396576
5,50%,,264,264,0.7129709719982407,0.17620950007330305,0.07970971998240728,0.031109807946048965,1.0,6055.0,0.0,24.5,0.0,0.0,0.9992773234844208,0.0007227025926113129,0.001266349085199181,0.998733639717102
6,75%,,264,264,0.7156960123149099,0.1814195132678493,0.08196012314909837,0.03134437765723501,1.0,8150.0,0.0,24.75,0.0,0.0,0.9992883652448654,0.0007337417337112129,0.0017806468422350008,0.9992479383945465
7,max,,264,264,0.718421052631579,0.18662952646239556,0.08421052631578947,0.031578947368421054,1.0,10245.0,0.0,25.0,0.0,0.0,0.9992994070053101,0.0007447808748111129,0.0022949445992708206,0.999762237071991
0,count,,265,265,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
1,mean,,265,265,0.6633162527920116,0.18204736565497306,0.1046265273945605,0.05000985415845487,0.0,152.0,0.5,37.5,0.0,0.0,0.9976833760738373,0.002316633879672736,0.00025488666142337024,0.9997450709342957
2,std,,265,265,0.0007432471750746099,0.00976673240996398,0.004145925648462703,0.013169410883352136,0.0,21.213203435596427,0.7071067811865476,2.1213203435596424,0.0,0.0,0.0007752912783578958,0.0007751985059003336,7.245635949079869e-06,7.2492579438737736e-06
3,min,,265,265,0.6627906976744186,0.1751412429378531,0.1016949152542373,0.040697674418604654,0.0,137.0,0.0,36.0,0.0,0.0,0.9971351623535156,0.0017684857593849301,0.00024976322310976684,0.999739944934845
4,25%,,265,265,0.6630534752332151,0.1785943042964131,0.10316072132439891,0.04535376428852976,0.0,144.5,0.25,36.75,0.0,0.0,0.9974092692136765,0.002042559819528833,0.00025232494226656854,0.9997425079345703
5,50%,,265,265,0.6633162527920116,0.18204736565497306,0.1046265273945605,0.05000985415845487,0.0,152.0,0.5,37.5,0.0,0.0,0.9976833760738373,0.002316633879672736,0.00025488666142337024,0.9997450709342957
6,75%,,265,265,0.663579030350808,0.18550042701353303,0.1060923334647221,0.05466594402837998,0.0,159.5,0.75,38.25,0.0,0.0,0.9979574829339981,0.002590707939816639,0.00025744838058017194,0.999747633934021
7,max,,265,265,0.6638418079096046,0.18895348837209303,0.10755813953488372,0.059322033898305086,0.0,167.0,1.0,39.0,0.0,0.0,0.9982315897941589,0.0028647819999605417,0.00026001009973697364,0.9997501969337463
0,count,,266,266,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,mean,,266,266,0.7083333333333334,0.1796875,0.09114583333333333,0.020833333333333332,1.0,150.0,1.0,22.0,0.0,0.0,0.999322772026062,0.0006772814085707068,0.00024484179448336363,0.9997552037239075
2,std,,266,266,,,,,,,,,,,,,,
3,min,,266,266,0.7083333333333334,0.1796875,0.09114583333333333,0.020833333333333332,1.0,150.0,1.0,22.0,0.0,0.0,0.999322772026062,0.0006772814085707068,0.00024484179448336363,0.9997552037239075
4,25%,,266,266,0.7083333333333334,0.1796875,0.09114583333333333,0.020833333333333332,1.0,150.0,1.0,22.0,0.0,0.0,0.999322772026062,0.0006772814085707068,0.00024484179448336363,0.9997552037239075
5,50%,,266,266,0.7083333333333334,0.1796875,0.09114583333333333,0.020833333333333332,1.0,150.0,1.0,22.0,0.0,0.0,0.999322772026062,0.0006772814085707068,0.00024484179448336363,0.9997552037239075
6,75%,,266,266,0.7083333333333334,0.1796875,0.09114583333333333,0.020833333333333332,1.0,150.0,1.0,22.0,0.0,0.0,0.999322772026062,0.0006772814085707068,0.00024484179448336363,0.9997552037239075
7,max,,266,266,0.7083333333333334,0.1796875,0.09114583333333333,0.020833333333333332,1.0,150.0,1.0,22.0,0.0,0.0,0.999322772026062,0.0006772814085707068,0.00024484179448336363,0.9997552037239075
0,count,,267,267,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
1,mean,,267,267,0.6472034200213752,0.2057259448780646,0.11397804190821648,0.03309259319234381,0.0,8140.5,0.0,39.0,0.0,0.0,0.9805206656455994,0.0194793539121747,0.006127448890765663,0.9938725531101227
2,std,,267,267,0.02634961500253402,0.026464118804908975,0.05186106217168298,0.0009526716357599612,0.0,10720.445909569247,0.0,12.727922061357855,0.0,0.0,0.01814885443727608,0.018148895267035572,0.008410906552847602,0.008410867235682525
3,min,,267,267,0.6285714285714286,0.18701298701298702,0.0773067331670823,0.032418952618453865,0.0,560.0,0.0,30.0,0.0,0.0,0.9676874876022339,0.00664614699780941,0.00018003983132075518,0.9879251718521118
4,25%,,267,267,0.6378874242964019,0.1963694659455258,0.09564238753764938,0.03275577290539884,0.0,4350.25,0.0,34.5,0.0,0.0,0.9741040766239166,0.013062750454992056,0.003153744361043209,0.9908988624811172
5,50%,,267,267,0.6472034200213752,0.2057259448780646,0.11397804190821648,0.03309259319234381,0.0,8140.5,0.0,39.0,0.0,0.0,0.9805206656455994,0.0194793539121747,0.006127448890765663,0.9938725531101227
6,75%,,267,267,0.6565194157463484,0.21508242381060338,0.13231369627878356,0.03342941347928879,0.0,11930.75,0.0,43.5,0.0,0.0,0.9869372546672821,0.025895957369357347,0.009101153420488117,0.9968462437391281
7,max,,267,267,0.6658354114713217,0.22443890274314215,0.15064935064935064,0.033766233766233764,0.0,15721.0,0.0,48.0,0.0,0.0,0.9933538436889648,0.03231256082653999,0.012074857950210571,0.9998199343681335
0,count,,268,268,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
1,mean,,268,268,0.6909340659340659,0.18543956043956045,0.09478021978021978,0.028846153846153848,0.0,1653.5,0.5,29.5,0.0,0.0,0.9987952709197998,0.0012047429336234927,0.10218996715411777,0.8978100121021271
2,std,,268,268,0.005827803141647349,0.025253813613805277,0.033024217802668426,0.0019426010472157903,0.0,2028.6893552242047,0.7071067811865476,2.1213203435596424,0.0,0.0,0.000935069981062695,0.0009350248707638982,0.14425573163297303,0.14425572337029743
3,min,,268,268,0.6868131868131868,0.16758241758241757,0.07142857142857142,0.027472527472527472,0.0,219.0,0.0,28.0,0.0,0.0,0.9981340765953064,0.0005435805069282651,0.00018576109141577035,0.795805811882019
4,25%,,268,268,0.6888736263736264,0.176510989010989,0.0831043956043956,0.02815934065934066,0.0,936.25,0.25,28.75,0.0,0.0,0.9984646737575531,0.0008741617202758789,0.05118786412276677,0.8468079119920731
5,50%,,268,268,0.6909340659340659,0.18543956043956045,0.09478021978021978,0.028846153846153848,0.0,1653.5,0.5,29.5,0.0,0.0,0.9987952709197998,0.0012047429336234927,0.10218996715411777,0.8978100121021271
6,75%,,268,268,0.6929945054945055,0.19436813186813187,0.10645604395604395,0.029532967032967032,0.0,2370.75,0.75,30.25,0.0,0.0,0.9991258680820465,0.0015353241469711065,0.15319207018546876,0.9488121122121811
7,max,,268,268,0.695054945054945,0.2032967032967033,0.11813186813186813,0.03021978021978022,0.0,3088.0,1.0,31.0,0.0,0.0,0.9994564652442932,0.0018659053603187203,0.20419417321681976,0.9998142123222351
0,count,,269,269,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
1,mean,,269,269,0.6411929261708205,0.20916637322795623,0.1018590972521095,0.04778160334911381,0.0,531.5,0.5,40.0,0.0,0.0,0.9279438853263855,0.07205607942887582,0.00033977021666942164,0.9996602237224579
2,std,,269,269,0.008977508920342587,0.021463946596915494,0.0010835719549463193,0.013570009631519291,0.0,542.3509011700819,0.7071067811865476,4.242640687119285,0.0,0.0,0.10110051150878026,0.10110049813209493,0.0001939813744695287,0.00019400194369564522
3,min,,269,269,0.6348448687350835,0.19398907103825136,0.10109289617486339,0.03818615751789976,0.0,148.0,0.0,37.0,0.0,0.0,0.8564550280570984,0.0005672316183336079,0.00020260467135813087,0.9995230436325073
4,25%,,269,269,0.6380188974529519,0.2015777221331038,0.10147599671348645,0.04298388043350679,0.0,339.75,0.25,38.5,0.0,0.0,0.8921994566917419,0.03631165552360471,0.00027118744401377626,0.9995916336774826
5,50%,,269,269,0.6411929261708205,0.20916637322795623,0.1018590972521095,0.04778160334911381,0.0,531.5,0.5,40.0,0.0,0.0,0.9279438853263855,0.07205607942887582,0.00033977021666942164,0.9996602237224579
6,75%,,269,269,0.644366954888689,0.21675502432280866,0.10224219779073254,0.052579326264720845,0.0,723.25,0.75,41.5,0.0,0.0,0.963688313961029,0.10780050333414692,0.00040835298932506703,0.9997288137674332
7,max,,269,269,0.6475409836065574,0.2243436754176611,0.1026252983293556,0.05737704918032787,0.0,915.0,1.0,43.0,0.0,0.0,0.9994327425956726,0.14354492723941803,0.0004769357619807124,0.9997974038124084
0,count,,270,270,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,mean,,270,270,0.6657381615598886,0.17548746518105848,0.116991643454039,0.04178272980501393,0.0,700.0,0.0,36.0,0.0,0.0,0.9994736313819885,0.0005263486527837813,0.00019934441661462188,0.9998006224632263
2,std,,270,270,,,,,,,,,,,,,,
3,min,,270,270,0.6657381615598886,0.17548746518105848,0.116991643454039,0.04178272980501393,0.0,700.0,0.0,36.0,0.0,0.0,0.9994736313819885,0.0005263486527837813,0.00019934441661462188,0.9998006224632263
4,25%,,270,270,0.6657381615598886,0.17548746518105848,0.116991643454039,0.04178272980501393,0.0,700.0,0.0,36.0,0.0,0.0,0.9994736313819885,0.0005263486527837813,0.00019934441661462188,0.9998006224632263
5,50%,,270,270,0.6657381615598886,0.17548746518105848,0.116991643454039,0.04178272980501393,0.0,700.0,0.0,36.0,0.0,0.0,0.9994736313819885,0.0005263486527837813,0.00019934441661462188,0.9998006224632263
6,75%,,270,270,0.6657381615598886,0.17548746518105848,0.116991643454039,0.04178272980501393,0.0,700.0,0.0,36.0,0.0,0.0,0.9994736313819885,0.0005263486527837813,0.00019934441661462188,0.9998006224632263
7,max,,270,270,0.6657381615598886,0.17548746518105848,0.116991643454039,0.04178272980501393,0.0,700.0,0.0,36.0,0.0,0.0,0.9994736313819885,0.0005263486527837813,0.00019934441661462188,0.9998006224632263
0,count,,271,271,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
1,mean,,271,271,0.6902980698344615,0.18376365525098853,0.10275785805240936,0.023180416862140608,0.0,206.5,1.0,31.0,0.0,0.0,0.9993847906589508,0.0006152005953481421,0.0001864305741037242,0.9998135268688202
2,std,,271,271,0.0019015253397969654,0.009104811362205308,0.002677537238592582,0.008328799463409671,0.0,149.19953083036154,0.0,2.8284271247461903,0.0,0.0,0.0002246005557145543,0.00022461193618683288,2.3497187027319476e-05,2.3475794620567976e-05
3,min,,271,271,0.688953488372093,0.17732558139534885,0.10086455331412104,0.01729106628242075,0.0,101.0,1.0,29.0,0.0,0.0,0.9992259740829468,0.0004563759721349925,0.00016981555381789804,0.9997969269752502
4,25%,,271,271,0.6896257791032773,0.1805446183231687,0.10181120568326521,0.02023574157228068,0.0,153.75,1.0,30.0,0.0,0.0,0.9993053823709488,0.0005357882837415673,0.00017812306396081112,0.9998052269220352
5,50%,,271,271,0.6902980698344615,0.18376365525098853,0.10275785805240936,0.023180416862140608,0.0,206.5,1.0,31.0,0.0,0.0,0.9993847906589508,0.0006152005953481421,0.0001864305741037242,0.9998135268688202
6,75%,,271,271,0.6909703605656458,0.1869826921788084,0.10370451042155351,0.026125092152000536,0.0,259.25,1.0,32.0,0.0,0.0,0.9994641989469528,0.0006946129069547169,0.0001947380842466373,0.9998218268156052
7,max,,271,271,0.69164265129683,0.19020172910662825,0.10465116279069768,0.029069767441860465,0.0,312.0,1.0,33.0,0.0,0.0,0.9995436072349548,0.0007740252185612917,0.0002030455943895504,0.9998301267623901
0,count,,272,272,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,mean,,272,272,0.6440677966101694,0.2062146892655367,0.11864406779661017,0.031073446327683617,0.0,1836.0,0.0,40.0,0.0,0.0,0.9993981122970581,0.0006018467829562724,0.00017883771215565503,0.9998212456703186
2,std,,272,272,,,,,,,,,,,,,,
3,min,,272,272,0.6440677966101694,0.2062146892655367,0.11864406779661017,0.031073446327683617,0.0,1836.0,0.0,40.0,0.0,0.0,0.9993981122970581,0.0006018467829562724,0.00017883771215565503,0.9998212456703186
4,25%,,272,272,0.6440677966101694,0.2062146892655367,0.11864406779661017,0.031073446327683617,0.0,1836.0,0.0,40.0,0.0,0.0,0.9993981122970581,0.0006018467829562724,0.00017883771215565503,0.9998212456703186
5,50%,,272,272,0.6440677966101694,0.2062146892655367,0.11864406779661017,0.031073446327683617,0.0,1836.0,0.0,40.0,0.0,0.0,0.9993981122970581,0.0006018467829562724,0.00017883771215565503,0.9998212456703186
6,75%,,272,272,0.6440677966101694,0.2062146892655367,0.11864406779661017,0.031073446327683617,0.0,1836.0,0.0,40.0,0.0,0.0,0.9993981122970581,0.0006018467829562724,0.00017883771215565503,0.9998212456703186
7,max,,272,272,0.6440677966101694,0.2062146892655367,0.11864406779661017,0.031073446327683617,0.0,1836.0,0.0,40.0,0.0,0.0,0.9993981122970581,0.0006018467829562724,0.00017883771215565503,0.9998212456703186
0,count,,273,273,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
1,mean,,273,273,0.6277299918586953,0.20480690948992955,0.11469328519344449,0.05276981345793069,0.0,569.0,0.0,47.5,0.0,0.0,0.9994100332260132,0.0005899688549106941,0.0002562068693805486,0.999743789434433
2,std,,273,273,0.0034040041853870312,0.0009511188165052114,0.01602885500236683,0.020383978004259118,0.0,132.93607486307093,0.0,6.363961030678928,0.0,0.0,0.00017077903016614261,0.00017077765133857904,0.00011579994800882431,0.00011577739285942591
3,min,,273,273,0.6253229974160207,0.2041343669250646,0.10335917312661498,0.038356164383561646,0.0,475.0,0.0,43.0,0.0,0.0,0.9992892742156982,0.00046921081957407296,0.00017432394088245928,0.999661922454834
4,25%,,273,273,0.626526494637358,0.20447063820749706,0.10902622916002973,0.04556298892074617,0.0,522.0,0.0,45.25,0.0,0.0,0.9993496537208557,0.0005295898372423835,0.00021526540513150394,0.9997028559446335
5,50%,,273,273,0.6277299918586953,0.20480690948992955,0.11469328519344449,0.05276981345793069,0.0,569.0,0.0,47.5,0.0,0.0,0.9994100332260132,0.0005899688549106941,0.0002562068693805486,0.999743789434433
6,75%,,273,273,0.6289334890800325,0.20514318077236204,0.12036034122685924,0.05997663799511522,0.0,616.0,0.0,49.75,0.0,0.0,0.9994704127311707,0.0006503478725790046,0.00029714833362959325,0.9997847229242325
7,max,,273,273,0.6301369863013698,0.2054794520547945,0.12602739726027398,0.06718346253229975,0.0,663.0,0.0,52.0,0.0,0.0,0.9995307922363281,0.0007107268902473152,0.0003380897978786379,0.999825656414032
0,count,,274,274,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
1,mean,,274,274,0.6968810916179338,0.19639376218323584,0.07811194653299916,0.028613199665831243,0.5,247.0,1.0,25.5,0.0,0.0,0.9978047609329224,0.0021952602546662092,0.0006611306598642841,0.9993388950824738
2,std,,274,274,0.009648630542506535,0.015851321605546385,0.009451719715108404,0.015654410778148296,0.7071067811865476,19.79898987322333,0.0,2.1213203435596424,0.0,0.0,0.0013811522257019973,0.0013811113959425025,0.00035328515339673515,0.0003532327373698029
3,min,,274,274,0.6900584795321637,0.18518518518518517,0.07142857142857142,0.017543859649122806,0.0,233.0,1.0,24.0,0.0,0.0,0.9968281388282776,0.001218667021021247,0.00041132033220492303,0.9990891218185425
4,25%,,274,274,0.6934697855750487,0.1907894736842105,0.07477025898078529,0.023078529657477025,0.25,240.0,1.0,24.75,0.0,0.0,0.9973164498806,0.001706963637843728,0.0005362254960346036,0.9992140084505081
5,50%,,274,274,0.6968810916179338,0.19639376218323584,0.07811194653299916,0.028613199665831243,0.5,247.0,1.0,25.5,0.0,0.0,0.9978047609329224,0.0021952602546662092,0.0006611306598642841,0.9993388950824738
6,75%,,274,274,0.7002923976608187,0.2019980506822612,0.08145363408521303,0.03414786967418546,0.75,254.0,1.0,26.25,0.0,0.0,0.9982930719852448,0.0026835568714886904,0.0007860358236939646,0.9994637817144394
7,max,,274,274,0.7037037037037037,0.20760233918128654,0.0847953216374269,0.03968253968253968,1.0,261.0,1.0,27.0,0.0,0.0,0.9987813830375671,0.0031718534883111715,0.0009109409875236452,0.999588668346405
0,count,,275,275,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
1,mean,,275,275,0.6015923983049265,0.20115307309848723,0.12853995930330242,0.0687145692932838,0.0,1374.0,0.0,62.0,0.0,0.0,0.8257728219032288,0.17422719951719046,0.013602661216282286,0.9863973557949066
